filename,mgs_reviewer1,mgs_reviewer2,mgs_reviewer3,mgs_reviewer4,mgs_reviewer5,mgs_reviewer6,mgs_reviewer7,mgs_reviewer8,mgs_reviewer9,mgs_reviewer10,mgs_reviewer11,mgs_mean,label
mr_DSC_4376.JPG,0.0,1.4,,,,,,,,,,0.7,1
mr_DSC_4377.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_4380.JPG,1.2,1.6,,,,,,,,,,1.4,1
mr_DSC_4384.JPG,0.8,1.0,,,,,,,,,,0.9,1
mr_DSC_4395.JPG,0.4,0.6,,,,,,,,,,0.5,0
mr_DSC_4399.JPG,0.4,0.8,,,,,,,,,,0.6000000000000001,1
mr_DSC_4403.JPG,0.8,1.4,,,,,,,,,,1.1,1
mr_DSC_4407.JPG,1.2,1.4,,,,,,,,,,1.2999999999999998,1
mr_DSC_4416.JPG,0.4,1.0,,,,,,,,,,0.7,1
mr_DSC_1982.JPG,0.4,0.8,,,,,,,,,,0.6000000000000001,1
mr_DSC_1987.JPG,0.6,0.4,,,,,,,,,,0.5,0
mr_DSC_1990.JPG,0.2,0.2,,,,,,,,,,0.2,0
mr_DSC_2002.JPG,0.2,0.0,,,,,,,,,,0.1,0
mr_DSC_2007.JPG,0.4,0.6,,,,,,,,,,0.5,0
mr_DSC_2008.JPG,0.4,0.6,,,,,,,,,,0.5,0
mr_DSC_2014.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_2018.JPG,0.0,0.0,,,,,,,,,,0.0,0
mr_DSC_2020.JPG,0.8,0.6,,,,,,,,,,0.7,1
mr_DSC_2024.JPG,0.2,0.6,,,,,,,,,,0.4,0
mr_DSC_5172.JPG,1.0,0.4,,,,,,,,,,0.7,1
mr_DSC_5176.JPG,1.6,1.0,,,,,,,,,,1.3,1
mr_DSC_5196.JPG,0.8,1.0,,,,,,,,,,0.9,1
mr_DSC_5199.JPG,0.6,0.8,,,,,,,,,,0.7,1
mr_DSC_5208.JPG,0.6,0.8,,,,,,,,,,0.7,1
mr_DSC_5210.JPG,1.2,0.6,,,,,,,,,,0.8999999999999999,1
mr_DSC_5211.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_5216.JPG,1.2,0.8,,,,,,,,,,1.0,1
mr_DSC_5222.JPG,1.2,1.6,,,,,,,,,,1.4,1
mr_DSC_5227.JPG,1.6,1.8,,,,,,,,,,1.7000000000000002,1
mr_DSC_5231.JPG,1.2,0.8,,,,,,,,,,1.0,1
mr_DSC_2769.JPG,0.4,0.4,,,,,,,,,,0.4,0
mr_DSC_2780.JPG,0.6,0.4,,,,,,,,,,0.5,0
mr_DSC_2782.JPG,0.8,0.4,,,,,,,,,,0.6000000000000001,1
mr_DSC_2784.JPG,0.6,0.2,,,,,,,,,,0.4,0
mr_DSC_2785.JPG,0.6,0.2,,,,,,,,,,0.4,0
mr_DSC_2793.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_2794.JPG,0.4,0.6,,,,,,,,,,0.5,0
mr_DSC_2796.JPG,0.4,0.6,,,,,,,,,,0.5,0
mr_DSC_2798.JPG,0.2,0.2,,,,,,,,,,0.2,0
mr_DSC_2801.JPG,0.4,0.6,,,,,,,,,,0.5,0
mr_DSC_3318.JPG,1.2,1.6,,,,,,,,,,1.4,1
mr_DSC_3321.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_3331.JPG,1.0,1.6,,,,,,,,,,1.3,1
mr_DSC_3334.JPG,1.4,1.4,,,,,,,,,,1.4,1
mr_DSC_3335.JPG,1.0,1.6,,,,,,,,,,1.3,1
mr_DSC_3338.JPG,1.0,1.4,,,,,,,,,,1.2,1
mr_DSC_3350.JPG,1.4,1.2,,,,,,,,,,1.2999999999999998,1
mr_DSC_3352.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_3363.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_3365.JPG,1.2,1.4,,,,,,,,,,1.2999999999999998,1
mr_DSC_4423.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_4425.JPG,1.2,1.0,,,,,,,,,,1.1,1
mr_DSC_4434.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_4436.JPG,0.6,1.2,,,,,,,,,,0.8999999999999999,1
mr_DSC_4442.JPG,0.8,1.0,,,,,,,,,,0.9,1
mr_DSC_4446.JPG,1.0,1.2,,,,,,,,,,1.1,1
mr_DSC_4449.JPG,1.0,1.2,,,,,,,,,,1.1,1
mr_DSC_4452.JPG,1.2,1.2,,,,,,,,,,1.2,1
mr_DSC_4470.JPG,1.0,1.2,,,,,,,,,,1.1,1
mr_DSC_3804.JPG,1.0,1.4,,,,,,,,,,1.2,1
mr_DSC_3808.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_3811.JPG,1.0,1.2,,,,,,,,,,1.1,1
mr_DSC_3817.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_3827.JPG,1.0,1.8,,,,,,,,,,1.4,1
mr_DSC_3831.JPG,1.4,1.8,,,,,,,,,,1.6,1
mr_DSC_3837.JPG,1.2,1.6,,,,,,,,,,1.4,1
mr_DSC_3845.JPG,1.2,1.8,,,,,,,,,,1.5,1
mr_DSC_5237.JPG,0.6,0.2,,,,,,,,,,0.4,0
mr_DSC_5240.JPG,0.6,0.2,,,,,,,,,,0.4,0
mr_DSC_5241.JPG,1.0,0.4,,,,,,,,,,0.7,1
mr_DSC_5250.JPG,0.6,0.4,,,,,,,,,,0.5,0
mr_DSC_5256.JPG,0.4,0.4,,,,,,,,,,0.4,0
mr_DSC_5283.JPG,0.75,0.6,,,,,,,,,,0.675,1
mr_DSC_5291.JPG,0.0,0.2,,,,,,,,,,0.1,0
mr_DSC_2032.JPG,0.4,0.0,,,,,,,,,,0.2,0
mr_DSC_2034.JPG,0.2,0.2,,,,,,,,,,0.2,0
mr_DSC_2035.JPG,0.0,0.0,,,,,,,,,,0.0,0
mr_DSC_2046.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_2048.JPG,,0.0,,,,,,,,,,0.0,0
mr_DSC_2050.JPG,0.2,0.0,,,,,,,,,,0.1,0
mr_DSC_2053.JPG,0.6,0.0,,,,,,,,,,0.3,0
mr_DSC_2063.JPG,0.0,0.0,,,,,,,,,,0.0,0
mr_DSC_2067.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_2074.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_2085.JPG,0.6,0.0,,,,,,,,,,0.3,0
mr_DSC_2087.JPG,0.4,0.0,,,,,,,,,,0.2,0
mr_DSC_2089.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_2096.JPG,0.6,0.2,,,,,,,,,,0.4,0
mr_DSC_2100.JPG,0.4,0.0,,,,,,,,,,0.2,0
mr_DSC_2107.JPG,0.5,0.0,,,,,,,,,,0.25,0
mr_DSC_2110.JPG,0.6,0.0,,,,,,,,,,0.3,0
mr_DSC_2113.JPG,0.8,0.0,,,,,,,,,,0.4,0
mr_DSC_2118.JPG,0.4,0.0,,,,,,,,,,0.2,0
mr_DSC_2121.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_3939.JPG,1.2,1.0,,,,,,,,,,1.1,1
mr_DSC_3941.JPG,1.2,1.4,,,,,,,,,,1.2999999999999998,1
mr_DSC_3944.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_3947.JPG,1.4,0.8,,,,,,,,,,1.1,1
mr_DSC_3949.JPG,1.2,1.2,,,,,,,,,,1.2,1
mr_DSC_3958.JPG,1.2,1.2,,,,,,,,,,1.2,1
mr_DSC_3962.JPG,1.2,0.8,,,,,,,,,,1.0,1
mr_DSC_3981.JPG,1.2,1.2,,,,,,,,,,1.2,1
mr_DSC_3983.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_3989.JPG,1.4,1.2,,,,,,,,,,1.2999999999999998,1
mr_DSC_4598.JPG,1.4,0.4,,,,,,,,,,0.8999999999999999,1
mr_DSC_4614.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_4622.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_4628.JPG,1.4,1.2,,,,,,,,,,1.2999999999999998,1
mr_DSC_4629.JPG,1.4,1.0,,,,,,,,,,1.2,1
mr_DSC_4635.JPG,1.2,0.8,,,,,,,,,,1.0,1
mr_DSC_2906.JPG,0.2,0.4,,,,,,,,,,0.30000000000000004,0
mr_DSC_2922.JPG,0.2,0.4,,,,,,,,,,0.30000000000000004,0
mr_DSC_2924.JPG,0.6,0.4,,,,,,,,,,0.5,0
mr_DSC_2927.JPG,0.6,0.6,,,,,,,,,,0.6,1
mr_DSC_2929.JPG,0.4,0.2,,,,,,,,,,0.30000000000000004,0
mr_DSC_2939.JPG,0.4,0.4,,,,,,,,,,0.4,0
mr_DSC_2944.JPG,0.6,0.2,,,,,,,,,,0.4,0
mr_DSC_2953.JPG,0.4,0.4,,,,,,,,,,0.4,0
mr_DSC_2956.JPG,0.6,0.8,,,,,,,,,,0.7,1
mr_DSC_2961.JPG,0.4,0.6,,,,,,,,,,0.5,0
mr_DSC_5298.JPG,0.2,0.2,,,,,,,,,,0.2,0
mr_DSC_5305.JPG,0.2,0.8,,,,,,,,,,0.5,0
mr_DSC_5306.JPG,0.2,0.2,,,,,,,,,,0.2,0
mr_DSC_5308.JPG,0.4,0.8,,,,,,,,,,0.6000000000000001,1
mr_DSC_5316.JPG,0.6,0.8,,,,,,,,,,0.7,1
mr_DSC_5318.JPG,0.4,1.2,,,,,,,,,,0.8,1
mr_DSC_5329.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_5338.JPG,0.8,1.2,,,,,,,,,,1.0,1
mr_DSC_5340.JPG,0.4,0.8,,,,,,,,,,0.6000000000000001,1
mr_DSC_5346.JPG,1.0,1.4,,,,,,,,,,1.2,1
mr_DSC_3468.JPG,1.0,1.0,,,,,,,,,,1.0,1
mr_DSC_3478.JPG,0.8,1.6,,,,,,,,,,1.2000000000000002,1
mr_DSC_3481.JPG,0.8,1.4,,,,,,,,,,1.1,1
mr_DSC_3482.JPG,1.25,0.8,,,,,,,,,,1.025,1
mr_DSC_3488.JPG,0.8,1.0,,,,,,,,,,0.9,1
mr_DSC_3489.JPG,0.8,1.0,,,,,,,,,,0.9,1
mr_DSC_3491.JPG,0.6,0.8,,,,,,,,,,0.7,1
mr_DSC_3494.JPG,0.8,1.0,,,,,,,,,,0.9,1
mr_DSC_3496.JPG,1.0,1.4,,,,,,,,,,1.2,1
mr_DSC_3500.JPG,1.2,1.0,,,,,,,,,,1.1,1
mr_DSC_3514.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3520.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3528.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3530.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_3532.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3536.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3541.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_3542.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3543.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3550.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_4001.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_4002.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4005.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4008.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4012.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4013.JPG,1.6,,,,,,,,,,,1.6,1
mr_DSC_4019.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4020.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4022.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4025.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_2133.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2139.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2140.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2141.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2157.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2160.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_2162.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_2168.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2968.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2975.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2981.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2983.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2986.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2990.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2993.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_2996.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_3000.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3005.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_5358.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_5360.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_5366.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_5367.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_5369.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_5374.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_5380.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_5385.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_5388.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_5390.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_4642.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4645.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4648.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4649.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4662.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4666.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4668.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4674.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4678.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_3553.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_3558.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_3560.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_3569.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3570.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3577.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3584.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3587.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3589.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3591.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4041.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4045.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4051.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_4056.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4062.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4064.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4083.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4095.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4109.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4118.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_2225.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2230.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2251.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2253.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2260.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2265.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2268.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2272.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_2275.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2282.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_3010.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_3012.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3019.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_3024.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_3027.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_3032.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_3034.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_3041.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_3047.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_3054.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_5398.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_5399.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_5400.JPG,0.5,,,,,,,,,,,0.5,0
mr_DSC_5407.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_5413.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_5414.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_5421.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_5426.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_5435.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4682.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_4693.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4703.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4706.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4715.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4719.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4722.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4724.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4726.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4731.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_2290.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_2291.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2294.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2305.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2306.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_2312.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2313.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2316.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_2319.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3648.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_3650.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_3653.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_3654.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3659.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3660.JPG,1.5,,,,,,,,,,,1.5,1
mr_DSC_3662.JPG,1.5,,,,,,,,,,,1.5,1
mr_DSC_4194.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4203.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4204.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4210.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4218.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_4219.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4223.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4224.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4225.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4227.JPG,1.25,,,,,,,,,,,1.25,1
mr_DSC_4808.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4810.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4815.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4818.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4820.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4823.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4824.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4836.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4842.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_4846.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_2563.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2568.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2571.JPG,0.5,,,,,,,,,,,0.5,0
mr_DSC_2573.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2574.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_2579.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_2587.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2601.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2604.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_2612.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_3101.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_3105.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3106.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_3113.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_3122.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_3126.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3129.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3131.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_2616.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2620.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2624.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2628.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2631.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2640.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_2641.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2644.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2646.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_2647.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_4238.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_4239.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_4242.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4247.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4250.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4257.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4267.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4277.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_2325.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_2327.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2328.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2329.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2333.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2339.JPG,0.0,,,,,,,,,,,0.0,0
mr_DSC_2344.JPG,0.6,,,,,,,,,,,0.6,1
mr_DSC_2345.JPG,0.2,,,,,,,,,,,0.2,0
mr_DSC_2350.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_2351.JPG,0.4,,,,,,,,,,,0.4,0
mr_DSC_4856.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4878.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4881.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4884.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4885.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4891.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4892.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_4893.JPG,1.2,,,,,,,,,,,1.2,1
mr_DSC_4907.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_4912.JPG,0.8,,,,,,,,,,,0.8,1
mr_DSC_3666.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3667.JPG,1.6,,,,,,,,,,,1.6,1
mr_DSC_3672.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3673.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3676.JPG,1.0,,,,,,,,,,,1.0,1
mr_DSC_3679.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3681.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3687.JPG,1.4,,,,,,,,,,,1.4,1
mr_DSC_3688.JPG,1.4,,,,,,,,,,,1.4,1
